Master_CDF,feeder_voltage,feeder_max_hc,feeder_min_hc,feeder_dg_connected_since_refresh,hca_refresh_date,color,shape_length
36_01_2669,4.16,2.16,0.5,0,2022/10/01 00:00:00+00,light blue,0.053662722
36_01_2671,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.055881504
36_01_2672,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.050479304
36_01_2673,4.16,2.16,1.2,0,2022/10/01 00:00:00+00,light blue,0.018100822
36_01_2675,4.16,2.1,0.4,0,2022/10/01 00:00:00+00,light blue,0.042748007
36_01_2676,4.16,2.16,0.6,0,2022/10/01 00:00:00+00,light blue,0.061804678
36_01_273851,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.033934304
36_01_273852,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.02729666
36_01_2761,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.021257115
36_01_2762,4.16,2.16,0.2,0,2022/10/01 00:00:00+00,light blue,0.055221875
36_01_2763,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.042524848
36_01_2764,4.16,2.16,0.5,0,2022/10/01 00:00:00+00,light blue,0.028525197
36_01_2765,4.16,2.16,0.7,0,2022/10/01 00:00:00+00,light blue,0.039465298
36_01_2766,4.16,2.16,0.6,0,2022/10/01 00:00:00+00,light blue,0.049881244
36_01_2768,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.056808928
36_01_2769,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.041846272
36_01_2771,4.16,2.16,0.9,0,2022/10/01 00:00:00+00,light blue,0.016661519
36_01_2772,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.04953864
36_01_2861,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.05278308
36_01_2862,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.014592576
36_01_2864,4.16,2.16,0.5,0,2022/10/01 00:00:00+00,light blue,0.051283608
36_01_2865,4.16,1.92,0.3,0,2022/10/01 00:00:00+00,turquoise,0.033217681
36_01_2867,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.12173394
36_01_2868,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.096164446
36_01_2869,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.086195989
36_01_2871,4.16,2.16,0.9,0,2022/10/01 00:00:00+00,light blue,0.038883645
36_01_2872,4.16,1.92,0.3,0,2022/10/01 00:00:00+00,turquoise,0.058573736
36_01_2873,4.16,2.16,0.7,0,2022/10/01 00:00:00+00,light blue,0.053528746
36_01_2961,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.015874272
36_01_2962,4.16,2.16,0.7,0,2022/10/01 00:00:00+00,light blue,0.023484723
36_01_2963,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.036046649
36_01_2964,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.069706152
36_01_2965,4.16,2.16,0.6,0,2022/10/01 00:00:00+00,light blue,0.076167265
36_01_2966,4.16,2.16,0.2,0,2022/10/01 00:00:00+00,light blue,0.039138259
36_01_2967,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.053568935
36_01_2968,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.068899947
36_01_2969,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.02770932
36_01_2971,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.046173615
36_01_2972,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.03763955
36_01_2973,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.035067626
36_01_3061,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.051468473
36_01_3062,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.04962107
36_01_3063,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.066152798
36_01_3064,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.037309116
36_01_3065,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.049291915
36_01_3066,4.16,1.92,0.1,0,2022/10/01 00:00:00+00,turquoise,0.034829286
36_01_3067,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.017012204
36_01_3068,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.044031693
36_01_3069,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.022826754
36_01_3071,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.027303148
36_01_3161,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.045802785
36_01_3162,4.16,1.92,1.2,0,2022/10/01 00:00:00+00,turquoise,0.027369726
36_01_3163,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.043472477
36_01_3164,4.16,1.92,0.6,0,2022/10/01 00:00:00+00,turquoise,0.050120878
36_01_3165,4.16,1.3,0.3,0,2022/10/01 00:00:00+00,green,0.021161873
36_01_3166,4.16,1.92,0.1,0,2022/10/01 00:00:00+00,turquoise,0.0474192
36_01_3167,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.050819085
36_01_3171,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.077791198
36_01_3172,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.072206049
36_01_3173,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.045222775
36_01_3261,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.039800494
36_01_3262,4.16,1.92,0.3,0,2022/10/01 00:00:00+00,turquoise,0.090491445
36_01_3263,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.045735656
36_01_3264,4.16,1.92,0.9,0,2022/10/01 00:00:00+00,turquoise,0.022472955
36_01_3267,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.090579268
36_01_3268,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.058476112
36_01_3269,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.051655482
36_01_3271,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.031512148
36_01_3272,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.063073909
36_01_3273,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.03118188
36_01_3361,4.16,1.92,1.92,0,2022/10/01 00:00:00+00,turquoise,0.010619853
36_01_3362,4.16,2.16,0.4,0.01,2022/10/01 00:00:00+00,light blue,0.060646974
36_01_3363,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.077559003
36_01_3365,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.043516084
36_01_3366,4.16,1.92,0.9,0,2022/10/01 00:00:00+00,turquoise,0.04150511
36_01_3367,4.16,1.92,0.9,0,2022/10/01 00:00:00+00,turquoise,0.021384325
36_01_3369,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.02908577
36_01_3371,4.16,1.92,0.9,0,2022/10/01 00:00:00+00,turquoise,0.0338921
36_01_3372,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.035708051
36_01_3461,4.16,1.97,0.4,0,2022/10/01 00:00:00+00,turquoise,0.038085531
36_01_3462,4.16,1.97,0.4,0,2022/10/01 00:00:00+00,turquoise,0.068425357
36_01_3463,4.16,1.96,0.3,0,2022/10/01 00:00:00+00,turquoise,0.082532387
36_01_3465,4.16,1.84,1.6,0,2022/10/01 00:00:00+00,turquoise,0.017530924
36_01_3466,4.16,1.87,0.2,0,2022/10/01 00:00:00+00,turquoise,0.059599426
36_01_3467,4.16,1.81,0.4,0,2022/10/01 00:00:00+00,turquoise,0.036723842
36_01_3468,4.16,1.77,0.6,0,2022/10/01 00:00:00+00,turquoise,0.027518142
36_01_3469,4.16,1.84,0.5,0,2022/10/01 00:00:00+00,turquoise,0.058486938
36_01_3471,4.16,1.84,0.5,0,2022/10/01 00:00:00+00,turquoise,0.028975509
36_01_3472,4.16,1.84,0.6,0,2022/10/01 00:00:00+00,turquoise,0.044473341
36_01_3561,4.16,2.03,0.4,0,2022/10/01 00:00:00+00,light blue,0.044866347
36_01_3562,4.16,2.01,0.4,0,2022/10/01 00:00:00+00,light blue,0.053674639
36_01_3563,4.16,2.04,0.4,0,2022/10/01 00:00:00+00,light blue,0.038030398
36_01_3564,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.031095437
36_01_3565,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.025369209
36_01_3566,4.16,1.95,0.4,0,2022/10/01 00:00:00+00,turquoise,0.05352256
