DER_ID,SERVICE_STREET_ADDRESS,DER_TYPE,DER_NAMEPLATE_RATING,DER_INTERCONNECTION_LOCATION,INTERCONNECTION_COST
104893,null,Solar,6,36_35_02051,0
105493,null,Solar,11.4,36_03_7656,0
103627,null,Wind,12,36_04_22652,0
103629,null,Solar,44.8,36_17_60452,0
103630,null,Solar,6.9,null,0
103633,null,Solar,72,36_07_18061,0
103637,null,Solar,336,36_11_26754,350
103638,null,Solar,336,36_38_29556,10350
103639,null,Solar,364,36_30_32353,10350
103640,null,Solar,364,36_31_33452,10350
103641,null,Solar,30,36_32_36055,0
103650,null,Solar,5,36_32_32056,0
103651,null,Solar,77.5,36_31_37255,0
103661,null,Hydro,850,36_35_15451,20900
103663,null,Solar,198.25,36_39_01254,0
103664,null,Solar,40,36_17_64656,350
103670,null,Steam,700,null,0
103673,null,Wind,100,36_07_18061,0
103674,null,Solar,6,36_40_32152,0
103676,null,Solar,48,36_32_26554,0
103677,null,Solar,240,36_01_20651,350
103678,null,Solar,15,36_11_26053,0
103681,null,Solar,144,36_35_36653,350
103682,null,Solar,35,36_27_89553,0
103683,null,Solar,42.5,36_27_89553,0
103684,null,Solar,120,36_37_36352,10050
103685,null,Solar,180,36_01_7765,0
103687,null,Solar,3.8,36_30_07856,0
103692,null,Solar,150,36_19_67856,9350
103698,null,Solar,20,36_11_5027,0
103699,null,Solar,72,36_38_42356,350
103700,null,Solar,40,36_39_34257,350
103701,null,Solar,40,36_39_34257,350
103702,null,Solar,40,36_39_34257,350
105302,null,Solar,7.6,36_32_30451,0
106221,null,Solar,7.6,36_41_41853,0
104934,null,Solar,4.085,36_40_31954,0
258312,null,Solar,7.6,36_33_30354,0
103725,null,Solar,7.6,36_31_12351,0
103726,null,Solar,32.8,36_38_33753,0
103728,null,Solar,57.6,36_32_44257,350
103729,null,Solar,40,36_39_34257,350
105769,null,Solar,4.73,36_31_35256,0
105555,null,Solar,5,36_35_35651,0
105292,null,Solar,4.73,36_31_35254,0
105871,null,Solar,7.6,36_31_30057,0
105775,null,Solar,6.96,36_32_38151,0
105642,null,Solar,5,36_31_37256,0
105788,null,Solar,13,36_35_04356,0
105036,null,Solar,10,36_39_34256,0
105698,null,Solar,8.5,36_31_26452,0
105455,null,Solar,7.6,36_38_33751,0
105351,null,Solar,5,36_18_76256,0
105541,null,Solar,3.8,36_01_6873,0
105066,null,Solar,3.75,36_19_67761,0
105150,null,Solar,6,36_04_22653,0
106343,null,Solar,7.6,36_30_27651,0
104684,null,Solar,5.2,36_31_37252,0
105393,null,Solar,3,36_20_50151,0
103549,null,Solar,34.2,36_33_42752,0
103550,null,Solar,38,36_30_31715,0
103551,null,Solar,48,36_32_26554,0
103552,null,Solar,48,36_32_26554,0
103553,null,Solar,150,36_03_17163,350
103555,null,Solar,168,36_11_26751,0
103556,null,Solar,168,36_11_26754,0
103559,null,Solar,144,36_08_6161,0
105289,null,Solar,6,36_32_26553,0
104986,null,Solar,99.9,36_01_3766,9750
419503,null,Solar,7.8,36_17_60658,0
106187,null,Solar,10,36_03_17163,0
421217,null,Solar,13.6,36_03_23253,0
102030,null,Solar,7.6,36_06_7656,0
102034,null,Solar,150,36_33_42754,11350
102035,null,Solar,45.6,36_26_81453,0
102036,null,Solar,6.235,36_30_34451,0
102042,null,Solar,930,36_07_9353,51300
105090,null,Solar,7.6,36_28_37061,0
105267,null,Solar,3.44,36_31_30051,0
104976,null,Solar,3,36_32_26552,0
102054,null,Solar,160,36_32_26553,6650
102055,null,Solar,160,36_32_26553,2250
102056,null,Solar,160,36_32_26553,750
102057,null,Solar,1980,36_30_28355,164250
102060,null,Solar,3,36_31_35254,0
102061,null,Solar,7.6,36_11_26753,0
102062,null,Solar,5,36_30_45253,0
102067,null,Solar,166.5,36_33_30352,45998.92
102068,null,Solar,10,36_39_01253,0
102070,null,Solar,6.235,36_31_30057,0
106206,null,Solar,7.6,36_13_87553,0
419778,null,Solar,7.44,36_13_32356,0
105119,null,Solar,3.44,36_32_37056,0
105221,null,Solar,11.52,36_11_26951,0
102075,null,Solar,144,36_31_41352,6500
102077,null,Solar,14,36_05_5153,0
102082,null,Solar,150,36_11_690052,0
439292,null,Solar,12.6,36_33_42754,0
105776,null,Solar,5.805,36_30_17853,0
102087,null,Solar,61,36_04_0154,0
102088,null,Solar,45.6,36_11_32556,0
102089,null,Solar,2.795,36_39_36958,0
102090,null,Solar,8.6,36_30_17852,0
102091,null,Solar,10.75,36_41_38551,0
102092,null,Solar,4.515,36_30_31717,0
102096,null,Solar,6,36_29_98455,0
102102,null,Solar,240,36_32_13853,48892.4
105331,null,Natural Gas,300,36_30_22851,4950
106330,null,Solar,10,36_39_46453,0
105040,null,Solar,2.19,36_06_9861,0
102114,null,Solar,1400,36_20_51458,186150
102119,null,Solar,7.8,36_33_08753,0
102120,null,Solar,3.8,36_12_27851,0
102127,null,Solar,6,36_27_89553,0
102128,null,Solar,35,36_31_30056,0
441364,null,Solar,11.712,36_06_7863,0
102131,null,Solar,5,36_01_2666,0
102139,null,Solar,150,36_31_33457,4850
102140,null,Solar,150,36_31_09491,4850
102141,null,Solar,150,36_31_33457,4850
102142,null,Solar,150,36_31_33457,4850
102143,null,Solar,4.73,36_39_36953,0
102145,null,Solar,7.31,36_32_36051,0
102147,null,Solar,150,36_30_45731,11050
102148,null,Solar,100,36_30_07852,3550
438719,null,Solar,6,36_31_24481,0
106341,null,Solar,3.6,36_31_37252,0
106202,null,Solar,6.5,36_30_45951,0
258249,null,Solar,4.62,36_01_20651,0
102155,null,Solar,6.88,36_38_33751,0
102158,null,Solar,2000,36_05_5151,338102
102159,null,Solar,1980,36_23_77353,238667
102163,null,Solar,550,36_35_33554,229850
102165,null,Solar,4.085,36_30_40771,0
102169,null,Solar,1980,36_31_37256,768800
105204,null,Solar,150,36_09_15963,4150
105215,null,Solar,8.25,36_14_29653,0
438609,null,Solar,7.54,36_31_37256,0
105188,null,Solar,14.56,36_30_28355,0
105519,null,Solar,7.6,36_35_50252,0
102177,null,Wind,12,36_07_18061,0
102181,null,Solar,140,36_31_24481,4850
102182,null,Solar,160,null,750
102184,null,Solar,12.6,36_32_26552,0
102187,null,Solar,60,36_40_32252,4650
102188,null,Wind,12,36_04_0154,0
439685,null,Solar,7.81,36_35_33252,0
104887,null,Solar,15.2,36_38_33751,0
441224,null,Solar,6,36_39_36952,0
106351,null,Solar,6,36_01_6052,0
106359,null,Solar,8.68,36_30_07856,0
106038,null,Solar,7.6,36_35_04353,0
422139,null,Solar,9,36_33_45451,0
419950,null,Solar,15.2,36_03_20953,0
105397,null,Solar,4.2,36_31_30057,0
427193,null,Solar,12.87,36_33_42752,0
421368,null,Solar,5.22,36_29_98352,0
106125,null,Solar,6.72,36_11_26253,0
106380,null,Solar,12.47,36_35_35852,0
419785,null,Solar,9.6,36_05_3761,0
104685,null,Solar,5.375,36_32_34556,0
420874,null,Solar,6,36_05_5156,0
105983,null,Solar,13.2,36_30_45253,0
420819,null,Solar,6,36_11_16852,0
420807,null,Solar,6.38,36_11_26952,0
106297,null,Solar,5,36_38_33752,0
106388,null,Solar,6,36_01_5862,0
105926,null,Solar,11.2,36_38_18751,0
427184,null,Solar,7.6,36_32_36451,0
105322,null,Solar,7,36_32_34553,0
101992,null,Solar,15,36_30_45151,0
101993,null,Solar,144,36_01_3871,350
101997,null,Solar,2000,36_35_07253,28750
101999,null,Solar,5,36_01_5871,0
102002,null,Natural Gas,1003,null,26200
106361,null,Solar,4.5,36_32_25577,0
420372,null,Solar,11.4,36_05_3251,0
440716,null,Solar,5.8,36_32_34557,0
105170,null,Natural Gas,300,36_32_23051,4950
102008,null,Solar,9,36_01_22953,0
102010,null,Solar,10,36_37_06021,0
102011,null,Solar,7.6,36_01_22953,0
102012,null,Solar,7.6,36_32_36452,0
102015,null,Solar,3,36_30_31386,0
102023,null,Solar,3.8,36_35_07251,0
102025,null,Solar,4.085,36_32_36555,0
102026,null,Solar,6,36_38_32952,0
105681,null,Solar,3.8,36_32_36551,0
106207,null,Solar,7.5,36_11_1324,0
106328,null,Solar,8.815,36_35_04353,0
106238,null,Solar,5.8,36_33_08751,0
105780,null,Solar,6,36_25_95756,0
105784,null,Solar,3,36_39_29751,0
104856,null,Solar,3,36_05_5262,0
104838,null,Solar,10,36_20_50157,0
105743,null,Solar,6,36_09_15963,0
103922,null,Solar,10,36_03_9753,0
103923,null,Solar,8.75,36_30_14952,0
103924,null,Solar,6.6,36_31_37256,0
103925,null,Solar,7.74,36_32_36553,0
103926,null,Solar,6,36_08_15352,0
103927,null,Solar,6,36_04_2856,0
103928,null,Solar,3.8,36_01_2361,0
103929,null,Solar,3.87,36_35_04356,0
103930,null,Solar,9.675,36_37_26952,0
103931,null,Solar,7.75,36_32_44256,0
103932,null,Solar,8.6,36_31_35256,0
103933,null,Solar,10,36_09_5762,0
103934,null,Solar,10,36_06_7861,0
103935,null,Solar,7.6,36_05_5352,0
103936,null,Solar,6.6,36_37_18924,0
103937,null,Solar,5.2,36_30_42126,0
103938,null,Solar,13.6,36_20_50157,0
103939,null,Solar,7.6,36_06_9563,0
103940,null,Solar,5.2,36_32_34551,0
103941,null,Solar,4.16,36_39_41551,0
103942,null,Solar,7.6,36_31_41351,0
105125,null,Solar,4.3,36_32_38154,0
103943,null,Solar,23,36_11_26952,0
103944,null,Solar,3.655,36_32_25573,0
103945,null,Solar,5,36_10_1661,0
103946,null,Solar,11.4,36_16_4964,0
105716,null,Solar,6,36_35_07253,0
105747,null,Solar,3,36_30_33033,0
105252,null,Solar,6.75,36_11_26752,0
104920,null,Solar,10,36_39_34257,0
105042,null,Solar,2.58,36_31_09351,0
105501,null,Solar,5.16,36_30_17852,0
105286,null,Solar,5,36_25_97656,0
106033,null,Solar,5,36_30_31717,0
105554,null,Solar,5.5,36_05_5152,0
105059,null,Solar,3.8,36_39_03911,0
105084,null,Solar,8.75,36_14_25652,0
105304,null,Solar,10,36_20_50157,0
105655,null,Solar,7.6,36_38_36252,0
105291,null,Solar,6.25,36_30_17852,0
104884,null,Solar,6.6,36_38_45352,0
105589,null,Solar,7.6,36_32_44256,0
105921,null,Solar,10,36_35_01831,0
105721,null,Solar,6,36_05_5157,0
105398,null,Solar,11.4,36_01_22953,0
106185,null,Solar,15.2,36_06_7458,0
105306,null,Solar,9,36_39_37653,0
105782,null,Solar,6.02,36_38_27226,0
104758,null,Solar,7.6,36_03_9362,0
106356,null,Solar,8.5,36_31_12351,0
104832,null,Solar,9.24,36_01_20655,0
105236,null,Solar,10,36_31_09450,0
105156,null,Solar,4.3,36_32_34555,0
106220,null,Solar,24,36_28_37061,0
106296,null,Solar,5,36_39_28552,0
105299,null,Solar,6.8,36_32_36557,0
105430,null,Solar,3,36_30_31386,0
103860,null,Solar,131,36_13_73351,0
106373,null,Solar,6.02,36_32_38153,0
105199,null,Solar,16.5,36_31_26453,0
106271,null,Solar,7.6,36_08_6161,0
105700,null,Solar,7.6,36_04_1961,0
106216,null,Solar,5,36_16_6651,0
105520,null,Solar,7.6,36_38_47651,0
105932,null,Solar,3.8,36_01_99556,0
106024,null,Solar,6.5,36_20_50156,0
106015,null,Solar,10.4,36_35_50151,0
105933,null,Solar,8.17,36_31_30754,0
104910,null,Solar,5,36_06_9263,0
105465,null,Solar,5,36_25_92452,0
105674,null,Solar,7.6,36_33_30354,0
105128,null,Solar,3.01,36_35_04352,0
105319,null,Solar,8,36_30_02158,0
104897,null,Solar,7.6,36_37_26127,0
105840,null,Solar,7.6,36_30_12860,0
104797,null,Solar,3,36_18_66581,0
105337,null,Solar,12.6,36_30_28355,0
105348,null,Solar,7.6,36_38_29553,0
106145,null,Solar,6,36_13_73353,0
104799,null,Solar,6.25,36_30_02156,0
106217,null,Solar,6,36_38_33753,0
105029,null,Solar,4,36_17_60657,0
104817,null,Solar,7.7,36_10_3761,0
105039,null,Solar,10,36_31_30753,0
105360,null,Solar,7.6,36_38_33751,0
105949,null,Solar,3,36_01_22458,0
105640,null,Solar,3.6,36_18_66951,0
106056,null,Solar,9.52,36_39_14206,0
106073,null,Solar,6,36_11_26658,0
106117,null,Solar,5.805,36_30_42152,0
106213,null,Solar,7.6,36_05_5152,0
105017,null,Solar,7.7,36_39_130152,0
103018,null,Solar,5000,36_03_6454,304836
103020,null,Solar,6,36_30_17852,0
103024,null,Bio Gas,480,null,36750
103026,null,Solar,2000,36_11_26751,407450
103028,null,Solar,4.085,36_35_07253,0
103032,null,Solar,4.95,36_32_37051,0
103034,null,Solar,3.6,36_39_01251,0
103036,null,Solar,3,36_31_30051,0
103037,null,Solar,7.6,36_03_21555,0
103038,null,Solar,150,36_32_36452,750
103039,null,Solar,6,36_17_66356,0
101679,null,Solar,6.45,36_01_6873,0
101681,null,Solar,3,36_32_36452,0
101682,null,Solar,150,36_32_38154,3450
101686,null,Solar,10,36_24_84162,0
101692,null,Solar,3,36_32_13757,0
101694,null,Solar,100,36_32_38153,0
101695,null,Solar,100,36_32_38153,0
438916,null,Solar,5.76,36_23_81654,0
102504,null,Solar,9,36_08_15353,0
102505,null,Solar,12.7,36_05_5352,0
102506,null,Solar,7.6,36_41_42951,0
102507,null,Solar,13,36_30_45152,0
102508,null,Solar,6,36_39_01252,0
102509,null,Solar,3.01,36_38_36252,0
102510,null,Solar,5.75,36_31_26453,0
102511,null,Solar,10,36_33_08755,0
102514,null,Solar,3.8,36_25_95556,0
102515,null,Solar,2000,36_39_36951,0
102518,null,Solar,15,36_31_33452,0
102520,null,Solar,7,36_31_26453,0
102524,null,Solar,34.2,36_32_44257,0
439314,null,Solar,10.368,36_09_7955,0
439743,null,Solar,13.275,36_35_39253,0
103042,null,Solar,5.16,36_32_38153,0
103043,null,Solar,5.375,36_31_33455,0
103044,null,Solar,7.6,36_32_34552,0
103045,null,Solar,7.6,36_32_23052,0
103050,null,Solar,10,36_39_01254,0
103059,null,Solar,11.4,36_32_322151,0
103060,null,Solar,7.6,36_35_33551,0
103061,null,Solar,5,36_23_81556,0
103062,null,Solar,6.75,36_31_33455,0
101700,null,Solar,6,36_30_14952,0
101702,null,Solar,6,36_12_50204,0
101703,null,Solar,3.8,36_29_72762,0
101705,null,Solar,10,36_09_15054,0
101706,null,Solar,4.73,36_39_36958,0
101707,null,Solar,6.02,36_37_39052,0
101709,null,Solar,12,36_06_7861,0
101710,null,Solar,6.02,36_11_16854,0
101711,null,Solar,5,36_07_8251,0
101712,null,Solar,12,36_09_5462,0
101713,null,Solar,12,36_09_7861,0
101714,null,Solar,4.3,36_32_23052,0
101720,null,Solar,7.5,36_05_3851,0
426931,null,Solar,11.4,36_18_65358,350
102528,null,Diesel,1600,36_31_33451,30000
102534,null,Solar,12,36_30_34451,0
102539,null,Solar,5.25,36_30_28356,0
102540,null,Solar,6.665,36_30_29114,0
102541,null,Solar,6.02,36_39_01253,0
102542,null,Solar,88.2,36_39_36954,4850
102543,null,Solar,43,36_06_7655,0
102544,null,Solar,6,36_01_6051,0
102545,null,Solar,3,36_01_2868,0
102546,null,Solar,10,36_41_24951,0
426211,null,Solar,7.6,36_35_39252,0
103063,null,Solar,6,36_39_37652,0
103065,null,Solar,6,36_31_12352,0
103069,null,Solar,6,36_31_12354,0
103070,null,Solar,6.6,36_30_07853,0
103071,null,Solar,12,36_18_66951,0
103072,null,Solar,7.6,36_38_33752,0
103073,null,Solar,3.8,36_32_322153,0
103079,null,Solar,14,36_20_50151,0
103083,null,Solar,12,36_16_32151,0
103084,null,Wind,11,36_16_32151,0
426601,null,Solar,10,36_05_5156,0
101737,null,Solar,42.8,36_23_77354,0
102549,null,Solar,11.4,36_32_34554,0
102550,null,Solar,7.2,36_11_22326,8641.04
102551,null,Solar,5.2,36_30_28355,0
102552,null,Solar,5,36_17_66853,0
102554,null,Solar,15.2,36_30_32757,0
102555,null,Solar,7.6,36_03_21651,0
102556,null,Solar,10,36_39_03912,0
102558,null,Solar,7.6,36_30_07856,0
102559,null,Solar,5,36_04_1262,0
102560,null,Solar,3.8,36_31_35253,0
102561,null,Solar,18.75,36_33_08753,0
102563,null,Solar,6,36_03_6453,0
102564,null,Solar,20,36_09_15961,0
102565,null,Solar,10,36_20_50155,0
102566,null,Solar,3,36_20_50157,0
102567,null,Solar,3,36_31_35252,0
102568,null,Solar,3.8,36_35_31116,0
104730,null,Solar,3,36_32_23052,0
105893,null,Solar,5,36_30_17852,0
103093,null,Solar,6.45,36_32_26551,0
103095,null,Solar,3.8,36_17_66853,0
103096,null,Solar,5.2,36_33_30353,0
103097,null,Solar,6,36_37_26951,0
103098,null,Solar,5,36_32_36051,0
103099,null,Solar,11.2,36_37_23451,350
103101,null,Solar,10,36_17_33152,0
103102,null,Solar,7.6,36_07_18252,0
103103,null,Solar,6,36_29_98455,0
103104,null,Solar,9,36_11_26253,0
103105,null,Solar,12.75,36_38_33753,0
103106,null,Solar,3,36_31_31451,0
103107,null,Solar,23.1,36_12_27851,0
104746,null,Solar,11.4,36_31_33351,0
104885,null,Solar,3,36_17_66854,0
425162,null,Solar,5.22,36_14_29652,0
101741,null,Solar,12.5,36_30_02158,0
101744,null,Solar,6,36_10_2562,0
101745,null,Solar,6,36_25_95758,0
101746,null,Solar,6,36_35_50152,0
101749,null,Wind,11,36_05_5352,0
101750,null,Solar,7,36_01_14053,0
101751,null,Solar,3.8,36_13_87552,0
101754,null,Solar,7.7,36_06_8462,0
101756,null,Solar,10.08,36_01_22955,0
101758,null,Solar,3.8,36_30_22151,0
101761,null,Solar,8,36_30_07854,0
101762,null,Solar,5,36_40_28452,0
102572,null,Solar,5,36_30_11338,0
102581,null,Solar,23,36_04_2852,0
102583,null,Solar,7.31,36_30_45153,0
102586,null,Solar,3.3,36_31_12353,0
103228,null,Solar,13,36_31_30057,0
103108,null,Solar,2,36_17_66473,0
103110,null,Solar,3.5,36_37_39052,0
103112,null,Solar,11.4,36_32_37052,0
103113,null,Solar,10.4,36_20_50151,0
103114,null,Solar,6.6,36_20_50157,0
103116,null,Solar,7.6,36_01_2861,0
103117,null,Solar,6.6,36_32_34554,0
103118,null,Solar,10.4,36_20_50157,0
103120,null,Solar,4.3,36_31_44952,0
103127,null,Solar,5,36_04_1661,0
101764,null,Solar,3.8,36_30_42126,0
101767,null,Solar,2.365,36_35_04356,0
101769,null,Solar,4.73,36_37_23452,0
101770,null,Solar,5,36_30_31717,0
101771,null,Solar,46.8,36_12_7473,9750
101773,null,Solar,7.6,36_28_37061,0
101774,null,Solar,7.6,36_30_42151,0
101775,null,Solar,0.5,36_01_13971,0
438713,null,Solar,6.9,36_01_6052,0
103230,null,Solar,4.3,36_32_34557,0
103231,null,Solar,8.6,36_31_35256,0
103232,null,Solar,7.6,36_35_33252,0
103233,null,Solar,3.655,36_31_35253,0
103234,null,Solar,30,36_01_7863,0
103235,null,Solar,7,36_32_36552,0
103236,null,Solar,3,36_17_66475,0
103238,null,Wind,10,36_06_9861,0
103239,null,Solar,7,36_30_40771,0
103240,null,Solar,4,36_37_39052,0
103241,null,Solar,3.8,36_25_95556,0
103245,null,Solar,4,36_01_2169,0
105055,null,Solar,10,36_37_36352,0
105742,null,Solar,3.8,36_03_8564,0
105897,null,Solar,7.6,36_08_9953,0
103134,null,Wind,10,36_12_27651,0
103135,null,Solar,5,36_11_23551,0
103138,null,Solar,3.655,36_30_45951,0
103141,null,Solar,10.75,36_31_30051,0
106068,null,Solar,8,36_35_06123,0
105092,null,Solar,10.75,36_30_30583,0
103203,null,Solar,11.5,36_30_27943,0
103257,null,Solar,2000,36_35_50152,299760
103259,null,Solar,957,36_30_14951,10000
103260,null,Solar,1791,36_30_14951,210820
103266,null,Solar,6,36_30_17852,0
103269,null,Solar,11.48,36_01_20653,0
103270,null,Solar,10,36_31_09457,0
103153,null,Solar,7.6,36_08_15353,0
103155,null,Solar,9.03,36_37_23452,0
103156,null,Solar,6,36_32_36552,0
103157,null,Solar,5,36_12_27851,0
103158,null,Solar,5.16,36_32_322152,0
103159,null,Solar,8.6,36_39_36956,0
103160,null,Solar,4.515,36_39_36954,0
103161,null,Solar,6,36_11_16853,0
103162,null,Solar,3.8,36_05_5153,0
103163,null,Solar,15,36_12_27851,0
103165,null,Solar,15.05,36_30_45951,0
103166,null,Natural Gas,100,36_33_08753,9750
103167,null,Solar,7.6,36_09_6661,0
103168,null,Solar,5,36_31_37251,0
103169,null,Solar,7.74,36_30_34451,0
103170,null,Solar,5,36_33_08753,0
103171,null,Solar,20,36_03_17161,0
103172,null,Solar,7.6,36_39_41556,0
440416,null,Solar,6,36_39_41555,0
101592,null,Solar,7.31,36_18_65355,0
103206,null,Solar,10,36_32_36452,0
103207,null,Solar,6,36_03_17163,0
103208,null,Solar,13.6,36_05_5262,0
103210,null,Solar,10,36_37_26952,0
103212,null,Solar,7.6,36_30_42051,0
103213,null,Solar,7.095,36_30_45951,0
103214,null,Solar,6,36_11_29553,0
103215,null,Solar,5.59,36_30_33905,0
103218,null,Solar,5,36_32_37056,0
103221,null,Solar,6,36_13_76053,0
103222,null,Solar,11.75,36_30_17851,0
103224,null,Steam,80,null,750
103226,null,Solar,6,36_39_36958,0
103272,null,Solar,3.655,36_32_30452,0
103274,null,Solar,8.17,36_31_12351,0
103275,null,Solar,3.8,36_31_37253,0
103276,null,Solar,3.225,36_31_33816,0
103277,null,Solar,10,36_03_20954,0
103279,null,Solar,9,36_11_24751,0
103282,null,Solar,3.8,36_26_81453,0
103283,null,Solar,7.6,36_33_30354,0
103284,null,Solar,10,36_01_5461,0
103285,null,Solar,3.6,36_35_35852,0
103286,null,Solar,15.2,36_11_25554,0
103287,null,Solar,10.4,36_32_13755,0
103288,null,Solar,3,36_11_16768,0
103289,null,Solar,10,36_35_33551,0
103291,null,Solar,7.8,36_30_28355,0
103292,null,Solar,5,36_32_34556,0
103173,null,Solar,7.6,36_38_33751,0
103174,null,Solar,3.8,36_30_33906,0
103175,null,Solar,5,36_20_50154,0
103176,null,Solar,8.815,36_31_32852,0
103177,null,Solar,10.5,36_31_37255,0
103188,null,Solar,6,36_11_29156,0
101595,null,Solar,1950,36_12_33452,253857
101596,null,Solar,2000,36_12_33451,163707
101599,null,Solar,60,36_30_45852,6095.35
101601,null,Solar,150,36_30_45952,0
101603,null,Solar,150,36_32_23051,750
101604,null,Solar,150,36_32_23051,0
438420,null,Solar,6.6,36_01_6053,0
102391,null,Solar,42.8,36_17_70152,0
102393,null,Solar,1440,null,238000
102398,null,Solar,3.8,36_35_07251,0
102399,null,Solar,5,36_32_36552,0
103293,null,Solar,2,36_03_6454,0
103294,null,Solar,7,36_12_27853,0
103297,null,Natural Gas,1060,36_03_9754,0
103299,null,Solar,3,36_10_3354,0
103302,null,Solar,6,36_30_17851,0
103303,null,Solar,2,36_37_21412,0
103304,null,Solar,1910,36_18_76258,223560
103305,null,Solar,1899,36_18_76258,210970
103308,null,Solar,1836,36_20_50150,244550
104681,null,Solar,10,36_39_41555,0
101606,null,Solar,150,36_01_4761,4100
101607,null,Solar,150,36_32_23051,0
101615,null,Solar,199.8,36_04_0363,4500
427105,null,Solar,9.28,36_11_22151,0
103318,null,Solar,5.805,36_37_39051,0
103320,null,Solar,3.01,36_32_36557,0
103321,null,Solar,5,36_32_36551,0
103323,null,Solar,11.4,36_23_81652,0
103328,null,Solar,15.2,36_41_38551,0
103329,null,Solar,15.2,36_03_9363,0
103330,null,Solar,11.4,36_39_37654,0
103331,null,Solar,11.4,36_25_95554,0
103332,null,Solar,6,36_31_30057,0
103333,null,Solar,5,36_08_9956,0
103334,null,Solar,11.4,36_01_22956,0
103335,null,Solar,7.6,36_35_39252,0
440272,null,Solar,10,36_38_36251,0
105249,null,Solar,3.6,36_38_42352,0
106092,null,Solar,3.8,36_01_2164,0
102405,null,Wind,12,36_08_15351,0
102410,null,Solar,5.59,36_31_41352,0
102412,null,Solar,150,36_30_16443,750
102413,null,Solar,150,36_11_690055,0
102415,null,Solar,150,36_32_36452,9750
102420,null,Solar,150,36_30_16443,7650
102423,null,Solar,150,36_11_690055,40885
103337,null,Solar,11.4,36_24_95661,0
103338,null,Solar,11.4,36_11_26552,0
103341,null,Solar,6,36_39_41551,0
103342,null,Solar,4.73,36_35_50152,0
103344,null,Solar,5.375,36_32_36051,0
103345,null,Solar,5.59,36_32_36556,0
421696,null,Solar,7,36_39_37654,0
425001,null,Solar,8.52,36_30_27651,0
105345,null,Solar,7.6,36_17_66853,0
102424,null,Solar,80,36_31_37251,4700
106094,null,Solar,7.6,36_08_15351,0
424699,null,Solar,7.6,36_14_28353,0
101629,null,Solar,2000,36_04_0153,233450
101632,null,Solar,10,36_12_27851,0
104960,null,Solar,6.665,36_35_39252,0
105624,null,Solar,11.8,36_18_65471,0
105625,null,Solar,7.6,36_03_23256,0
106201,null,Solar,3.8,36_24_83951,0
102437,null,Solar,66.6,36_12_33454,0
102438,null,Solar,240,36_32_38154,2700
102445,null,Solar,15.2,36_39_28551,0
102446,null,Solar,5,36_32_23052,0
105272,null,Solar,5,36_01_13961,0
426047,null,Solar,9.6,36_06_8251,0
439297,null,Solar,22.8,36_05_5261,0
101640,null,Solar,7.6,36_24_95661,0
101642,null,Solar,6,36_05_5153,0
101643,null,Wind,12,36_08_5361,0
101644,null,Wind,12,36_08_5361,0
101649,null,Solar,1925,36_12_27651,675650
101651,null,Solar,15.2,36_32_26553,0
101652,null,Solar,150,36_32_23051,4100
101654,null,Solar,150,36_30_43452,4850
101655,null,Solar,150,36_35_07251,4500
101656,null,Solar,150,36_35_07251,4850
101657,null,Solar,150,36_32_23051,0
101658,null,Solar,150,36_35_07251,4850
440178,null,Solar,11.4,36_13_32358,0
106122,null,Solar,5,36_01_2173,0
104971,null,Solar,15.2,36_38_29555,0
439125,null,Solar,5.51,36_11_16854,0
102449,null,Solar,7.6,36_04_0363,0
102450,null,Solar,5.375,36_30_34451,0
105587,null,Solar,4,36_30_11340,0
105939,null,Solar,9,36_38_27226,0
106099,null,Solar,3.8,36_38_29551,0
428910,null,Solar,10.56,36_13_73353,0
440735,null,Solar,15.4,36_05_4361,0
440738,null,Solar,7.6,36_32_30452,0
102454,null,Solar,4,36_32_322152,0
102456,null,Solar,3,36_28_37062,0
102458,null,Solar,3.8,36_25_95556,0
104860,null,Solar,6,36_11_151151,0
104982,null,Solar,15,36_12_33453,0
102991,null,Solar,3.655,36_39_36958,0
102993,null,Solar,8,36_05_4361,0
102994,null,Solar,11.75,36_39_01252,0
105296,null,Solar,7.6,36_38_36252,0
439737,null,Solar,7.6,36_33_42752,0
102459,null,Solar,7,36_38_33753,0
102462,null,Steam,4600,36_11_22359,180000
102468,null,Solar,1794,36_18_66951,635919
102474,null,Solar,4,36_39_37653,0
102475,null,Solar,22,36_05_438152,0
102476,null,Solar,6,36_01_2371,0
102478,null,Solar,6,36_35_39251,0
102479,null,Solar,3,36_20_50156,0
105157,null,Solar,4.085,36_31_35251,0
438426,null,Solar,10,36_37_39052,0
438912,null,Solar,5,36_32_25735,0
102995,null,Solar,14,36_11_15067,0
102996,null,Solar,7.6,36_39_32951,0
102997,null,Solar,7.8,36_39_01252,0
102998,null,Solar,7.7,36_12_50203,0
103001,null,Solar,3.87,36_31_26453,0
103002,null,Solar,7.6,36_28_91453,0
103003,null,Solar,3.8,36_01_2963,0
103005,null,Solar,7.84,36_39_37653,0
103006,null,Solar,9,36_39_01252,0
103007,null,Solar,7.6,36_32_38151,0
103008,null,Solar,10,36_20_51453,0
103009,null,Solar,10,36_01_12475,0
103010,null,Solar,11.4,36_10_2362,0
103011,null,Solar,5.375,36_35_32412,0
103012,null,Solar,3.6,36_38_45351,0
103013,null,Solar,5.2,36_32_36051,0
103014,null,Solar,11.4,36_38_45351,0
103015,null,Solar,6,36_35_39251,0
103017,null,Solar,3,36_32_23051,0
